geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US17031230900,"Census Tract 2309, Cook, IL",5031,566,2131,391,1201,308,783,372,0,17,77,60,0,17,0,17,70,68,26,40,44,57,2900,582,1124,306,51,44,98,121,0,17,0,17,1424,618,203,161,140,146,63,56
14000US17031231100,"Census Tract 2311, Cook, IL",1331,274,869,250,30,33,833,246,0,12,6,9,0,12,0,12,0,12,0,12,0,12,462,182,0,12,36,46,0,12,0,12,0,12,235,160,191,163,176,152,15,22
14000US17031231200,"Census Tract 2312, Cook, IL",6292,1193,4904,1235,114,77,4461,1165,0,17,1,2,0,17,130,177,198,246,21,32,177,244,1388,745,446,501,33,54,0,17,0,17,0,17,670,467,239,232,239,232,0,17
14000US17031231500,"Census Tract 2315, Cook, IL",5865,901,4396,767,113,105,4283,780,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1469,883,171,192,90,75,0,17,0,17,0,17,1208,858,0,17,0,17,0,17
14000US17031240200,"Census Tract 2402, Cook, IL",1811,408,1429,193,1179,190,33,40,0,12,113,63,0,12,0,12,104,89,9,10,95,89,382,356,81,54,0,12,6,9,0,12,0,12,266,349,29,20,23,17,6,9
14000US17031240300,"Census Tract 2403, Cook, IL",1294,194,1249,199,951,155,76,93,0,12,135,74,0,12,0,12,87,67,16,19,71,68,45,30,13,14,0,12,0,12,0,12,0,12,18,19,14,19,14,19,0,12
14000US17031240500,"Census Tract 2405, Cook, IL",2518,365,2296,299,2000,313,49,45,0,12,190,161,0,12,12,20,45,42,7,10,38,41,222,141,112,60,0,12,0,12,0,12,0,12,91,133,19,20,19,20,0,12
14000US17031240600,"Census Tract 2406, Cook, IL",1641,243,1259,197,1030,192,77,66,0,12,117,76,0,12,0,12,35,29,21,25,14,16,382,150,158,75,84,48,0,12,0,12,0,12,140,126,0,12,0,12,0,12
14000US17031240700,"Census Tract 2407, Cook, IL",1704,250,999,236,758,251,139,150,0,12,73,49,0,12,22,34,7,10,0,12,7,10,705,157,433,185,60,78,0,12,0,12,0,12,50,45,162,104,97,66,65,76
14000US17031240800,"Census Tract 2408, Cook, IL",1430,189,972,185,673,114,32,27,0,12,103,62,0,12,5,8,159,92,0,12,159,92,458,116,291,130,7,11,0,12,0,12,0,12,52,39,108,77,87,64,21,31
14000US17031240900,"Census Tract 2409, Cook, IL",1094,203,755,196,395,121,135,114,0,12,190,114,0,12,0,12,35,20,0,12,35,20,339,139,183,124,16,17,0,12,0,12,0,12,40,48,100,51,48,32,52,44
14000US17031241000,"Census Tract 2410, Cook, IL",1837,216,959,169,685,142,102,57,0,12,109,60,0,12,22,19,41,38,0,12,41,38,878,202,575,164,36,31,0,12,4,7,0,12,116,72,147,97,146,96,1,7
14000US17031241100,"Census Tract 2411, Cook, IL",3692,491,2507,321,1900,315,401,210,0,12,98,59,0,12,9,16,99,108,65,99,34,42,1185,357,600,312,18,15,0,12,51,61,0,12,311,154,205,142,123,98,82,105
14000US17031241200,"Census Tract 2412, Cook, IL",1663,275,1422,261,1091,254,97,79,0,12,182,113,0,12,0,12,52,35,0,12,52,35,241,92,146,80,0,12,0,12,0,12,0,12,54,43,41,24,28,18,13,17
14000US17031241300,"Census Tract 2413, Cook, IL",1981,239,1679,223,1344,210,169,86,0,12,134,95,0,12,0,12,32,23,0,12,32,23,302,186,180,154,0,12,0,12,0,12,0,12,26,32,96,99,88,98,8,13
14000US17031241400,"Census Tract 2414, Cook, IL",6005,794,5452,845,4406,635,472,264,0,17,251,151,0,17,19,29,304,211,0,17,304,211,553,288,346,253,0,17,0,17,68,78,0,17,120,95,19,30,0,17,19,30
14000US17031241500,"Census Tract 2415, Cook, IL",2772,350,2416,338,2020,293,38,47,0,12,135,81,35,44,17,26,171,123,0,12,171,123,356,150,236,151,0,12,0,12,9,14,0,12,31,38,80,74,80,74,0,12
14000US17031241600,"Census Tract 2416, Cook, IL",3486,497,2843,370,2456,333,43,41,0,12,186,95,0,12,0,12,158,85,0,12,158,85,643,372,352,213,6,14,15,22,12,18,0,12,39,31,219,282,201,282,18,24
14000US17031242000,"Census Tract 2420, Cook, IL",4472,694,3986,679,2384,400,766,374,0,12,550,322,0,12,188,208,98,63,0,12,98,63,486,221,327,178,0,12,0,12,0,12,0,12,124,102,35,46,35,46,0,12
14000US17031242100,"Census Tract 2421, Cook, IL",3934,563,3386,577,2628,358,16,24,0,12,301,139,0,12,63,95,378,424,19,23,359,424,548,252,327,227,0,12,0,12,0,12,0,12,105,107,116,104,90,80,26,40
14000US17031242200,"Census Tract 2422, Cook, IL",3972,543,3492,473,3039,435,187,128,0,12,126,63,0,12,7,12,133,120,0,12,133,120,480,275,232,212,79,124,19,30,0,12,0,12,108,108,42,46,42,46,0,12
14000US17031242300,"Census Tract 2423, Cook, IL",3636,388,3114,363,2859,355,14,21,0,12,99,63,0,12,0,12,142,112,19,22,123,111,522,233,376,166,0,12,0,12,0,12,0,12,0,12,146,128,95,114,51,57
14000US17031242400,"Census Tract 2424, Cook, IL",2851,319,2631,296,2411,289,56,60,0,12,89,56,15,22,0,12,60,41,0,12,60,41,220,121,136,108,0,12,7,11,0,12,0,12,64,53,13,20,0,12,13,20
14000US17031242500,"Census Tract 2425, Cook, IL",3362,439,2420,443,1885,322,297,277,0,12,132,133,0,12,1,2,105,78,0,12,105,78,942,235,585,175,28,34,0,12,19,27,0,12,162,110,148,157,136,155,12,18
14000US17031242600,"Census Tract 2426, Cook, IL",5533,698,3551,592,2847,571,504,255,0,17,18,28,0,17,0,17,182,122,8,13,174,122,1982,543,719,325,433,249,0,17,0,17,0,17,457,243,373,307,256,275,117,131
14000US17031242700,"Census Tract 2427, Cook, IL",1823,307,1169,231,832,227,250,98,0,12,33,37,0,12,0,12,54,42,0,12,54,42,654,202,287,157,69,74,0,12,11,16,0,12,77,51,210,158,210,158,0,12
14000US17031242800,"Census Tract 2428, Cook, IL",1561,207,1206,193,1172,193,12,13,0,12,15,15,0,12,0,12,7,10,0,12,7,10,355,138,204,101,0,12,0,12,18,26,0,12,127,100,6,9,6,9,0,12
14000US17031242900,"Census Tract 2429, Cook, IL",1869,384,1436,223,1145,232,80,72,0,12,116,50,0,12,0,12,95,108,0,12,95,108,433,278,98,44,18,27,0,12,0,12,0,12,35,28,282,263,254,261,28,31
14000US17031243000,"Census Tract 2430, Cook, IL",2201,410,1666,212,1319,198,28,35,0,12,142,103,0,12,46,76,131,81,0,12,131,81,535,373,63,52,0,12,19,20,0,12,0,12,453,389,0,12,0,12,0,12
14000US17031243100,"Census Tract 2431, Cook, IL",2225,439,1410,207,1139,154,18,20,0,12,123,75,0,12,32,37,98,74,45,62,53,43,815,389,408,268,0,12,0,12,21,34,0,12,93,129,293,255,286,255,7,11
14000US17031243200,"Census Tract 2432, Cook, IL",2154,372,1738,379,1379,347,162,170,0,12,169,78,0,12,0,12,28,24,0,12,28,24,416,144,265,130,0,12,0,12,6,13,0,12,101,65,44,37,33,34,11,13
14000US17031243300,"Census Tract 2433, Cook, IL",2191,317,1737,262,1507,251,88,73,0,12,88,52,0,12,0,12,54,39,0,12,54,39,454,205,213,131,0,12,0,12,0,12,0,12,241,172,0,12,0,12,0,12
14000US17031243400,"Census Tract 2434, Cook, IL",3013,458,2035,449,1670,411,78,68,0,12,212,121,0,12,0,12,75,67,32,50,43,47,978,249,507,160,0,12,0,12,0,12,0,12,218,182,253,209,180,177,73,115
14000US17031243500,"Census Tract 2435, Cook, IL",4362,649,3836,403,2767,346,707,361,0,12,220,115,0,12,0,12,142,86,13,22,129,85,526,544,37,32,40,48,0,12,0,12,0,12,0,12,449,539,423,539,26,37
14000US17031250200,"Census Tract 2502, Cook, IL",3183,544,1615,469,75,66,1525,464,0,12,0,12,0,12,0,12,15,26,0,12,15,26,1568,301,683,259,77,84,0,12,0,12,0,12,784,364,24,28,24,28,0,12
14000US17031250300,"Census Tract 2503, Cook, IL",5095,918,3728,890,177,179,3396,861,0,17,27,35,0,17,0,17,128,111,20,32,108,104,1367,439,401,275,0,17,0,17,0,17,0,17,893,468,73,78,45,66,28,44
14000US17031250400,"Census Tract 2504, Cook, IL",5467,824,4258,835,181,275,4077,847,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1209,497,611,346,0,17,0,17,0,17,0,17,598,338,0,17,0,17,0,17
14000US17031250500,"Census Tract 2505, Cook, IL",6727,937,4423,800,2573,748,1596,312,0,17,134,112,0,17,0,17,120,119,0,17,120,119,2304,696,682,480,55,79,23,40,0,17,0,17,929,559,615,495,569,504,46,56
14000US17031250600,"Census Tract 2506, Cook, IL",4658,747,3793,709,112,93,3680,708,0,12,0,12,0,12,0,12,1,3,0,12,1,3,865,303,171,189,61,74,0,12,0,12,0,12,407,315,226,149,226,149,0,12
14000US17031250700,"Census Tract 2507, Cook, IL",5965,1070,4773,1005,19,31,4419,962,0,17,0,17,0,17,274,334,61,93,0,17,61,93,1192,743,350,693,0,17,0,17,0,17,0,17,648,492,194,245,194,245,0,17
14000US17031250800,"Census Tract 2508, Cook, IL",2525,475,2249,471,31,38,2201,479,0,12,9,18,0,12,0,12,8,12,0,12,8,12,276,216,111,98,0,12,0,12,0,12,0,12,165,187,0,12,0,12,0,12
14000US17031251000,"Census Tract 2510, Cook, IL",1106,248,734,155,0,12,734,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,372,229,70,78,0,12,0,12,0,12,0,12,302,214,0,12,0,12,0,12
14000US17031251100,"Census Tract 2511, Cook, IL",4767,707,3483,676,81,112,3401,663,0,12,1,4,0,12,0,12,0,12,0,12,0,12,1284,506,676,449,11,19,60,96,0,12,0,12,262,223,275,257,230,244,45,76
14000US17031251200,"Census Tract 2512, Cook, IL",4107,1231,2892,1113,29,50,2863,1116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1215,413,331,273,87,107,0,12,0,12,0,12,548,426,249,335,249,335,0,12
14000US17031251300,"Census Tract 2513, Cook, IL",4231,793,3854,816,86,67,3701,806,0,12,0,12,0,12,0,12,67,106,0,12,67,106,377,258,28,51,29,39,0,12,0,12,0,12,123,161,197,185,197,185,0,12
14000US17031251400,"Census Tract 2514, Cook, IL",3771,599,3689,623,477,195,3140,581,0,12,0,12,0,12,15,26,57,52,0,12,57,52,82,204,41,66,0,12,0,12,0,12,0,12,41,184,0,12,0,12,0,12
14000US17031251500,"Census Tract 2515, Cook, IL",4305,1292,3735,1268,138,128,3499,1249,0,12,61,101,0,12,0,12,37,58,0,12,37,58,570,336,314,242,36,56,0,12,0,12,0,12,220,167,0,12,0,12,0,12
14000US17031251600,"Census Tract 2516, Cook, IL",4518,1313,3241,767,4,6,3122,715,0,12,0,12,0,12,55,89,60,94,0,12,60,94,1277,1010,2,5,248,247,0,12,0,12,0,12,362,304,665,1007,665,1007,0,12
14000US17031251700,"Census Tract 2517, Cook, IL",1368,351,1062,312,29,30,1033,313,0,12,0,12,0,12,0,12,0,12,0,12,0,12,306,239,138,141,0,12,0,12,0,12,0,12,37,56,131,211,131,211,0,12
14000US17031251800,"Census Tract 2518, Cook, IL",4973,1062,4691,992,143,182,4454,1021,0,12,0,12,0,12,0,12,94,119,0,12,94,119,282,422,3,6,0,12,0,12,0,12,0,12,279,422,0,12,0,12,0,12
14000US17031251900,"Census Tract 2519, Cook, IL",5476,995,5230,998,77,67,5030,996,0,17,0,17,0,17,0,17,123,99,0,17,123,99,246,212,31,47,40,62,0,17,0,17,0,17,175,196,0,17,0,17,0,17
14000US17031252000,"Census Tract 2520, Cook, IL",5557,836,5426,853,208,199,5101,846,0,17,0,17,0,17,0,17,117,131,68,111,49,65,131,169,0,17,34,53,0,17,0,17,0,17,97,157,0,17,0,17,0,17
14000US17031252101,"Census Tract 2521.01, Cook, IL",1322,321,1283,331,16,16,1245,328,0,12,0,12,0,12,0,12,22,34,0,12,22,34,39,48,7,10,32,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031252102,"Census Tract 2521.02, Cook, IL",6752,1360,6011,1333,143,224,5501,1263,0,17,0,17,0,17,0,17,367,446,0,17,367,446,741,555,33,53,18,30,0,17,0,17,0,17,595,522,95,149,95,149,0,17
14000US17031252201,"Census Tract 2522.01, Cook, IL",2760,496,2657,490,134,35,2503,473,0,12,7,16,0,12,0,12,13,19,0,12,13,19,103,74,7,15,36,56,9,12,0,12,0,12,26,25,25,35,25,35,0,12
14000US17031252202,"Census Tract 2522.02, Cook, IL",4795,886,4725,875,36,32,4624,881,0,12,55,87,10,23,0,12,0,12,0,12,0,12,70,68,0,12,0,12,0,12,29,47,0,12,28,44,13,21,13,21,0,12
14000US17031260100,"Census Tract 2601, Cook, IL",1075,317,980,302,84,94,874,309,0,12,3,4,0,12,0,12,19,22,7,10,12,18,95,112,0,12,25,42,0,12,0,12,0,12,70,91,0,12,0,12,0,12
14000US17031260200,"Census Tract 2602, Cook, IL",1170,380,1087,384,5,8,1070,387,0,12,0,12,0,12,12,16,0,12,0,12,0,12,83,107,15,22,0,12,0,12,0,12,0,12,68,104,0,12,0,12,0,12
14000US17031260300,"Census Tract 2603, Cook, IL",1842,531,1666,541,19,21,1644,539,0,12,0,12,0,12,0,12,3,6,0,12,3,6,176,176,37,53,0,12,0,12,0,12,0,12,139,167,0,12,0,12,0,12
14000US17031260400,"Census Tract 2604, Cook, IL",1238,315,1238,315,0,12,1228,316,0,12,0,12,0,12,0,12,10,14,0,12,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031260500,"Census Tract 2605, Cook, IL",1791,391,1754,402,3,5,1751,404,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,48,14,16,21,32,2,4,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031260600,"Census Tract 2606, Cook, IL",2324,481,2268,486,30,49,2228,483,0,12,10,14,0,12,0,12,0,12,0,12,0,12,56,62,34,51,0,12,0,12,0,12,0,12,0,12,22,36,22,36,0,12
14000US17031260700,"Census Tract 2607, Cook, IL",1602,436,1505,439,28,20,1477,438,0,12,0,12,0,12,0,12,0,12,0,12,0,12,97,82,0,12,0,12,0,12,0,12,0,12,97,82,0,12,0,12,0,12
14000US17031260800,"Census Tract 2608, Cook, IL",2337,663,2325,662,126,120,2112,673,0,12,0,12,0,12,0,12,87,115,0,12,87,115,12,14,0,12,0,12,0,12,0,12,0,12,0,12,12,14,0,12,12,14
14000US17031260900,"Census Tract 2609, Cook, IL",1467,375,1397,339,144,125,1225,292,0,12,0,12,0,12,0,12,28,58,0,12,28,58,70,75,39,60,9,13,0,12,0,12,0,12,6,7,16,21,11,17,5,11
14000US17031261000,"Census Tract 2610, Cook, IL",2443,520,2367,520,0,12,2352,517,0,12,0,12,0,12,0,12,15,22,0,12,15,22,76,83,60,80,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12
14000US17031270500,"Census Tract 2705, Cook, IL",1302,317,1293,318,16,26,1277,318,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031271200,"Census Tract 2712, Cook, IL",1283,386,1262,368,54,40,1148,375,0,12,13,17,0,12,0,12,47,72,0,12,47,72,21,68,5,10,0,12,0,12,0,12,0,12,0,12,16,64,16,64,0,12
14000US17031271300,"Census Tract 2713, Cook, IL",1033,293,996,294,8,12,902,272,0,12,20,26,0,12,0,12,66,87,60,85,6,12,37,30,3,6,0,12,0,12,0,12,0,12,34,30,0,12,0,12,0,12
14000US17031271400,"Census Tract 2714, Cook, IL",1350,287,1300,291,114,81,1061,257,0,12,21,31,0,12,0,12,104,137,0,12,104,137,50,60,0,12,13,18,0,12,0,12,0,12,37,58,0,12,0,12,0,12
14000US17031271500,"Census Tract 2715, Cook, IL",1440,205,1386,192,41,41,1242,253,0,12,0,12,0,12,37,56,66,99,0,12,66,99,54,52,27,32,24,36,0,12,0,12,0,12,3,5,0,12,0,12,0,12
14000US17031271800,"Census Tract 2718, Cook, IL",554,150,535,150,0,12,535,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,2,0,12,0,12,0,12,0,12,0,12,19,2,0,12,0,12,0,12
14000US17031280100,"Census Tract 2801, Cook, IL",7016,696,6563,709,4833,472,131,106,0,17,1385,623,0,17,0,17,214,141,0,17,214,141,453,185,346,149,0,17,0,17,0,17,0,17,55,66,52,80,52,80,0,17
14000US17031280400,"Census Tract 2804, Cook, IL",1471,225,1324,219,311,159,1013,215,0,12,0,12,0,12,0,12,0,12,0,12,0,12,147,112,35,47,0,12,0,12,22,36,0,12,52,72,38,60,38,60,0,12
14000US17031280800,"Census Tract 2808, Cook, IL",863,233,796,219,40,25,739,219,0,12,0,12,0,12,0,12,17,22,17,22,0,12,67,60,46,34,21,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031280900,"Census Tract 2809, Cook, IL",1075,370,1051,370,71,44,897,349,0,12,83,108,0,12,0,12,0,12,0,12,0,12,24,25,24,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031281900,"Census Tract 2819, Cook, IL",6592,871,5944,727,3195,545,165,135,0,17,2389,526,0,17,19,31,176,109,0,17,176,109,648,407,216,99,21,33,0,17,0,17,0,17,122,190,289,296,270,294,19,30
14000US17031282700,"Census Tract 2827, Cook, IL",2275,424,1750,423,608,224,776,326,0,12,259,128,0,12,0,12,107,68,0,12,107,68,525,179,194,139,43,41,14,21,0,12,0,12,224,110,50,35,19,20,31,27
14000US17031282800,"Census Tract 2828, Cook, IL",1610,576,903,184,478,134,164,90,0,12,236,113,0,12,0,12,25,27,8,11,17,24,707,527,183,94,0,12,0,12,0,12,0,12,410,503,114,75,51,45,63,78
14000US17031283100,"Census Tract 2831, Cook, IL",2980,522,2471,347,663,248,739,155,0,12,976,295,0,12,0,12,93,100,0,12,93,100,509,414,148,116,0,12,0,12,0,12,0,12,264,379,97,112,81,110,16,25
14000US17031283200,"Census Tract 2832, Cook, IL",1787,292,1594,260,463,170,891,225,0,12,175,71,0,12,7,10,58,39,0,12,58,39,193,109,79,67,0,12,60,81,0,12,0,12,19,20,35,40,25,38,10,15
14000US17031283800,"Census Tract 2838, Cook, IL",3656,592,3497,588,1101,205,2065,553,0,12,321,140,0,12,10,18,0,12,0,12,0,12,159,121,85,76,0,12,0,12,0,12,0,12,63,85,11,17,1,3,10,16
14000US17031290900,"Census Tract 2909, Cook, IL",4366,786,4366,786,39,59,4313,817,0,12,0,12,0,12,0,12,14,20,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031291200,"Census Tract 2912, Cook, IL",1933,509,1915,508,2,5,1913,509,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,23,0,12,0,12,0,12,0,12,0,12,18,23,0,12,0,12,0,12
14000US17031291600,"Census Tract 2916, Cook, IL",1396,937,391,161,323,142,68,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1005,907,176,106,0,12,0,12,0,12,0,12,740,888,89,88,89,88,0,12
14000US17031292200,"Census Tract 2922, Cook, IL",2580,503,2356,425,82,58,2093,434,0,12,32,32,0,12,141,157,8,13,0,12,8,13,224,265,33,51,120,154,0,12,0,12,0,12,39,67,32,50,0,12,32,50
14000US17031292400,"Census Tract 2924, Cook, IL",1880,606,1779,620,351,448,1427,356,0,12,1,2,0,12,0,12,0,12,0,12,0,12,101,93,83,89,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031292500,"Census Tract 2925, Cook, IL",3698,783,3153,788,74,88,2898,748,0,12,0,12,0,12,110,172,71,112,71,112,0,12,545,367,184,282,43,72,0,12,0,12,0,12,133,142,185,218,185,218,0,12
14000US17031300500,"Census Tract 3005, Cook, IL",3214,547,222,117,161,111,61,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2992,527,1222,424,10,15,212,296,0,12,0,12,1138,329,410,258,364,241,46,71
14000US17031300600,"Census Tract 3006, Cook, IL",2862,795,483,204,96,81,351,173,0,12,0,12,0,12,0,12,36,43,0,12,36,43,2379,782,622,291,0,12,0,12,0,12,24,38,1696,837,37,33,23,27,14,20
14000US17031300700,"Census Tract 3007, Cook, IL",4740,934,149,123,59,61,48,86,0,12,42,63,0,12,0,12,0,12,0,12,0,12,4591,960,1832,654,81,117,18,27,24,33,0,12,1604,523,1032,820,1032,820,0,12
14000US17031300800,"Census Tract 3008, Cook, IL",4387,838,79,87,59,67,0,12,0,12,0,12,0,12,20,32,0,12,0,12,0,12,4308,864,2040,664,0,12,0,12,0,12,0,12,1949,944,319,365,319,365,0,12
14000US17031300900,"Census Tract 3009, Cook, IL",3982,977,311,306,310,306,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3671,982,1095,395,0,12,9,20,0,12,0,12,2091,922,476,451,476,451,0,12
14000US17031301100,"Census Tract 3011, Cook, IL",2150,466,328,231,286,226,42,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1822,427,884,357,0,12,12,18,0,12,0,12,857,334,69,64,28,41,41,39
14000US17031301200,"Census Tract 3012, Cook, IL",5119,948,1113,621,292,186,670,497,0,17,42,65,0,17,0,17,109,106,0,17,109,106,4006,853,1525,717,140,204,0,17,0,17,0,17,2245,804,96,112,65,103,31,46
14000US17031301600,"Census Tract 3016, Cook, IL",3326,750,240,173,119,92,101,148,0,12,2,4,0,12,0,12,18,30,0,12,18,30,3086,759,1017,337,12,18,43,68,0,12,0,12,1663,682,351,428,320,425,31,48
14000US17031301701,"Census Tract 3017.01, Cook, IL",3637,843,498,467,408,487,0,12,0,12,90,105,0,12,0,12,0,12,0,12,0,12,3139,705,1613,449,27,39,0,12,1,2,0,12,913,542,585,551,585,551,0,12
14000US17031301702,"Census Tract 3017.02, Cook, IL",3617,481,247,270,224,249,0,12,0,12,0,12,0,12,0,12,23,58,0,12,23,58,3370,564,1131,459,0,12,0,12,0,12,0,12,1933,602,306,226,264,214,42,58
14000US17031301801,"Census Tract 3018.01, Cook, IL",4120,1536,91,96,88,96,2,3,1,3,0,12,0,12,0,12,0,12,0,12,0,12,4029,1538,1719,451,0,12,96,155,0,12,0,12,1175,771,1039,1240,1039,1240,0,12
14000US17031301802,"Census Tract 3018.02, Cook, IL",2769,441,124,55,85,48,30,27,9,14,0,12,0,12,0,12,0,12,0,12,0,12,2645,441,1170,409,0,12,10,14,0,12,0,12,1125,406,340,259,325,259,15,22
14000US17031301803,"Census Tract 3018.03, Cook, IL",3230,532,19,28,19,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3211,530,1898,532,0,12,7,11,0,12,0,12,595,322,711,310,684,316,27,42
14000US17031310200,"Census Tract 3102, Cook, IL",1760,270,1037,248,596,153,78,94,0,12,311,189,0,12,0,12,52,37,0,12,52,37,723,153,444,154,0,12,68,138,11,16,0,12,104,102,96,83,68,76,28,34
14000US17031310300,"Census Tract 3103, Cook, IL",1759,334,504,134,360,130,54,38,0,12,60,39,0,12,0,12,30,33,7,11,23,31,1255,371,376,117,0,12,62,63,0,12,0,12,631,373,186,118,140,99,46,57
14000US17031310400,"Census Tract 3104, Cook, IL",1201,163,544,172,334,127,8,11,0,12,125,108,0,12,12,18,65,45,0,12,65,45,657,168,92,51,0,12,29,29,0,12,0,12,401,145,135,80,118,78,17,19
14000US17031310500,"Census Tract 3105, Cook, IL",1482,376,243,117,234,114,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,1239,389,405,250,0,12,8,11,0,12,0,12,656,271,170,141,170,141,0,12
14000US17031310600,"Census Tract 3106, Cook, IL",5598,697,2442,467,1830,434,183,122,0,17,320,305,0,17,89,160,20,32,20,32,0,17,3156,843,821,413,0,17,122,148,0,17,0,17,1397,635,816,556,787,546,29,44
14000US17031310700,"Census Tract 3107, Cook, IL",1486,358,681,192,378,145,73,83,0,12,162,116,0,12,0,12,68,39,0,12,68,39,805,339,223,60,28,38,5,8,0,12,0,12,382,217,167,221,157,226,10,11
14000US17031310800,"Census Tract 3108, Cook, IL",4383,692,983,438,692,395,20,31,0,12,206,171,0,12,0,12,65,48,17,27,48,38,3400,632,1462,518,25,32,37,55,0,12,0,12,1022,377,854,481,854,481,0,12
14000US17031310900,"Census Tract 3109, Cook, IL",4855,874,1096,336,815,343,65,87,0,12,40,45,0,12,0,12,176,116,31,38,145,112,3759,868,1181,491,31,46,40,61,0,12,0,12,1867,700,640,438,578,432,62,97
14000US17031320101,"Census Tract 3201.01, Cook, IL",7952,1418,7228,1369,4376,824,536,363,0,17,1864,1115,0,17,56,94,396,287,207,231,189,300,724,457,353,262,0,17,0,17,0,17,0,17,371,334,0,17,0,17,0,17
14000US17031320102,"Census Tract 3201.02, Cook, IL",4769,709,4349,645,2904,635,4,9,155,212,1122,529,0,12,0,12,164,160,82,134,82,91,420,370,122,131,73,135,225,360,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031320400,"Census Tract 3204, Cook, IL",3058,366,2828,365,1965,259,312,113,0,12,457,163,0,12,0,12,94,59,6,14,88,58,230,120,110,74,18,28,0,12,0,12,0,12,46,47,56,46,21,28,35,34
14000US17031320600,"Census Tract 3206, Cook, IL",5537,662,4972,669,3485,615,450,168,0,17,954,303,0,17,0,17,83,62,0,17,83,62,565,220,375,176,0,17,0,17,0,17,0,17,76,80,114,135,92,127,22,36
14000US17031330101,"Census Tract 3301.01, Cook, IL",4556,1147,4183,1172,2563,786,127,160,0,12,1223,942,0,12,67,193,203,205,45,77,158,188,373,295,359,282,0,12,0,12,0,12,0,12,14,100,0,12,0,12,0,12
14000US17031330102,"Census Tract 3301.02, Cook, IL",9253,1054,8573,1026,4504,866,2244,768,0,17,1315,606,0,17,46,76,464,311,79,141,385,272,680,355,432,288,0,17,0,17,0,17,0,17,143,177,105,175,105,175,0,17
14000US17031330103,"Census Tract 3301.03, Cook, IL",7928,1005,7662,1023,4659,938,2166,844,0,17,819,286,0,17,0,17,18,34,0,17,18,34,266,262,149,233,54,89,57,94,0,17,0,17,6,12,0,17,0,17,0,17
14000US17031330200,"Census Tract 3302, Cook, IL",3990,606,3882,590,2037,503,993,163,0,12,625,212,0,12,0,12,227,265,168,260,59,49,108,129,77,120,31,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031340300,"Census Tract 3403, Cook, IL",1800,344,1504,234,245,120,0,12,0,12,1251,255,0,12,8,12,0,12,0,12,0,12,296,248,248,240,0,12,0,12,0,12,0,12,29,24,19,26,19,26,0,12
14000US17031340400,"Census Tract 3404, Cook, IL",1584,313,1504,306,307,135,33,51,10,14,1093,326,0,12,53,56,8,13,8,13,0,12,80,74,48,43,0,12,0,12,0,12,0,12,32,57,0,12,0,12,0,12
14000US17031340500,"Census Tract 3405, Cook, IL",1730,246,1419,242,748,193,70,52,0,12,571,184,0,12,0,12,30,27,7,10,23,25,311,212,209,195,0,12,0,12,0,12,0,12,86,84,16,25,16,25,0,12
14000US17031340600,"Census Tract 3406, Cook, IL",1105,198,1105,198,75,91,920,190,0,12,58,72,0,12,0,12,52,59,0,12,52,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
